"0.5","13.923",
"1.0","20.391",
"1.5","20.391",
"2.0","16.494",
"2.5","14.593",
"3.0","13.905",
"3.5","16.223",
"4.0","18.480",
"4.5","19.235",
"5.0","22.345",
"5.5","17.885",
"6.5","17.775",
"7.0","13.946",
"7.5","13.393",
"8.0","15.757",
"8.5","15.754",
"9.0","17.463",
"9.5","14.993",
"10.0","14.324",
"10.5","14.189",
"11.0","15.087",
"11.5","14.117",
"12.5","13.465",
"13.0","14.553",
"13.5","15.198",
"14.0","13.946",
"14.5","13.946",
"15.0","14.530",
"15.5","14.341",
"16.0","13.731",
"16.5","18.996",
"17.0","14.512",
"17.5","16.541",
"18.0","18.231",
"19.0","14.736",
"19.5","14.414",
"20.0","15.449",
"21.0","18.400",
"21.5","24.079",
"22.0","23.807",
"22.5","27.883",
"23.0","24.800",
"23.5","23.976",
"24.5","24.015",
"25.0","24.198",
"25.5","24.198",
"26.0","23.979",
"27.0","24.730",
"27.5","24.943",
"28.0","24.717",
"28.5","23.772",
"29.0","24.053",
"29.5","24.158",
"30.5","23.862",
"31.0","23.791",
"31.5","24.070",
"32.0","24.066",
"32.5","24.076",
"33.0","19.870",
